word,rank,frequency,pos
wave,1405,27755,noun
move,1406,,noun
quarter,1408,27494,noun
native,1410,27755,adjective
broad,1411,28026,adjective
wonderful,1412,27191,adjective
deny,1413,27494,verb
apparently,1414,26513,adverb
slightly,1415,26513,adverb
reaction,1416,26887,noun
twice,1417,26771,adverb
suit,1418,26450,noun
perspective,1419,27066,noun
growing,1420,,adjective
blow,1421,26513,verb
construction,1422,27254,noun
intelligence,1424,29474,noun
destroy,1425,26945,verb
cook,1426,26945,verb
connection,1427,27258,noun
charge,1428,27178,verb
burn,1429,,verb
shoe,1430,,noun
view,1431,26945,verb
grade,1432,27258,noun
context,1433,27178,noun
committee,1434,29113,noun
hey,1435,27659,u
mistake,1436,27659,noun
focus,1437,26080,noun
smile,1438,26815,noun
location,1439,28698,noun
clothes,1440,,noun
quiet,1442,,adjective
dress,1443,,verb
promise,1444,26815,verb
aware,1445,25720,adjective
neighbor,1446,25503,noun
complete,1447,25699,adjective
drive,1448,25699,noun
function,1449,26373,noun
bone,1450,26568,noun
active,1451,26570,adjective
extend,1452,,verb
combine,1455,26568,verb
wine,1456,26570,noun
below,1457,26682,adverb
cool,1458,25850,adjective
mean,1460,,noun
demand,1461,28991,verb
learning,1462,25207,noun
bus,1463,,noun
hell,1464,25850,noun
dangerous,1465,27278,adjective
remind,1466,25170,verb
moral,1467,25525,adjective
united,1468,,adjective
relatively,1470,27219,adverb
victory,1471,26476,noun
key,1472,26422,noun
visit,1474,28216,noun
internet,1475,,noun
healthy,1476,26476,adjective
fire,1477,26422,verb
negative,1478,26847,adjective
following,1479,26847,adjective
historical,1480,26643,adjective
medicine,1481,27266,noun
tour,1482,25511,noun
finding,1485,25492,noun
grab,1486,28246,verb
direct,1487,26951,adjective
classroom,1488,25064,noun
contact,1489,,noun
justice,1490,25289,noun
participate,1491,25377,verb
daily,1492,26500,adjective
fair,1493,,adjective
pair,1494,25064,noun
famous,1495,25289,adjective
exercise,1496,24631,noun
knee,1497,,noun
flower,1498,24920,noun
tape,1499,,noun
hire,1500,25730,verb
familiar,1501,25073,adjective
appropriate,1502,24515,adjective
supply,1503,,noun
fully,1504,24920,adverb
cut,1505,24842,noun
will,1506,25327,noun
actor,1507,24351,noun
birth,1508,26043,noun
tie,1510,27087,verb
democracy,1511,24408,noun
eastern,1512,26039,adjective
primary,1513,,adjective
yesterday,1514,26043,adverb
circle,1515,26215,noun
device,1516,24735,noun
progress,1517,24918,noun
next,1518,24645,preposition
front,1519,24402,noun
bottom,1520,24402,noun
island,1521,24653,noun
exchange,1522,24311,noun
clean,1523,24826,adjective
studio,1524,,noun
train,1525,24765,verb
lady,1526,23990,noun
colleague,1527,25436,noun
application,1528,24370,noun
neck,1529,25716,noun
lean,1530,25716,verb
damage,1531,24921,noun
plastic,1532,24155,noun
tall,1533,24563,adjective
plate,1534,,noun
hate,1535,24592,verb
otherwise,1536,24921,adverb
writing,1537,23793,noun
press,1538,24995,verb
male,1539,24873,adjective
start,1540,24873,noun
alive,1541,24071,adjective
expression,1542,24184,noun
football,1543,,noun
attack,1545,24873,verb
chicken,1546,24071,noun
army,1547,,noun
abuse,1548,23929,noun
theater,1549,24447,noun
shut,1550,24447,verb
extra,1552,24313,adjective
session,1553,24006,noun
domestic,1556,25241,adjective
lots,1557,24313,pronoun
literature,1558,23750,noun
rain,1559,23783,noun
assessment,1561,23994,noun
injury,1562,24038,noun
respect,1563,23934,noun
northern,1564,,adjective
nod,1565,23783,verb
fuel,1567,24038,noun
leaf,1568,23934,noun
direct,1569,23298,verb
dry,1570,23298,adjective
russian,1571,,adjective
instruction,1572,23739,noun
fight,1573,25190,noun
sweet,1576,23809,adjective
lead,1577,23843,noun
engine,1578,23301,noun
fourth,1579,23227,number
salt,1580,23227,noun
expand,1581,24711,verb
importance,1582,23417,noun
metal,1583,24946,noun
fat,1584,23317,noun
software,1586,23902,noun
disappear,1587,23954,verb
corporate,1588,23389,adjective
strange,1589,23621,adjective
lip,1590,23744,noun
reading,1591,23527,noun
urban,1592,23919,adjective
mental,1593,23005,adjective
increasingly,1594,23650,adverb
lunch,1595,23529,noun
educational,1596,23567,adjective
somewhere,1597,,adverb
farmer,1598,23527,noun
above,1599,23005,adverb
sugar,1600,23866,noun
planet,1601,24310,noun
favorite,1602,23567,adjective
explore,1603,23744,verb
obtain,1604,23744,verb
enemy,1605,24538,noun
greatest,1606,22621,adjective
complex,1607,22673,adjective
surround,1608,,verb
invite,1610,23868,verb
repeat,1611,22621,verb
carefully,1612,22673,adverb
soul,1613,23450,noun
scientific,1614,22713,adjective
impossible,1615,23691,adjective
panel,1616,22233,noun
meaning,1617,22529,noun
married,1619,23450,adjective
alone,1620,22352,adjective
instrument,1621,23106,noun
predict,1622,23831,verb
weather,1623,22586,noun
presidential,1624,22586,adjective
emotional,1625,24057,adjective
commitment,1626,22773,noun
supreme,1627,,adjective
bear,1628,,verb
pocket,1629,22190,noun
thin,1630,23580,adjective
temperature,1631,23194,noun
surprise,1632,23111,noun
poll,1633,24009,noun
proposal,1634,24009,noun
consequence,1635,,noun
half,1636,,noun
breath,1637,22029,noun
cover,1639,,noun
balance,1640,22301,noun
adopt,1641,22243,verb
minority,1642,,noun
straight,1643,22929,adverb
attempt,1644,22929,verb
connect,1645,22758,verb
works,1646,22100,noun
teaching,1647,22722,noun
belong,1648,,verb
aid,1649,21856,noun
advice,1650,22642,noun
okay,1651,21970,adverb
empty,1653,23365,adjective
regional,1654,23365,adjective
trail,1655,23182,noun
novel,1656,23030,noun
code,1657,22362,noun
somehow,1658,,adverb
jury,1660,23182,noun
breast,1661,,noun
iraqi,1662,,adjective
human,1663,25446,noun
acknowledge,1664,23455,verb
storm,1666,21333,noun
union,1667,23061,noun
record,1668,22380,verb
desk,1669,,noun
fear,1670,23455,verb
fruit,1672,23061,noun
under,1673,22401,adverb
expensive,1674,21706,adjective
yellow,1675,21706,adjective
conclusion,1676,22452,noun
prime,1677,23034,adjective
shadow,1678,22075,noun
struggle,1679,,verb
conclude,1680,,verb
analyst,1681,22452,noun
dance,1682,22662,noun
limit,1683,21799,noun
like,1684,21723,adjective
regulation,1685,21723,noun
being,1686,,noun
last,1687,21695,verb
ring,1688,21219,noun
largely,1689,,adverb
shift,1690,21723,verb
revenue,1691,21323,noun
mark,1692,22445,verb
county,1694,22675,noun
appearance,1695,22675,noun
difficulty,1697,21766,noun
bridge,1698,22288,noun
recommend,1699,,verb
obvious,1700,,adjective
train,1701,21052,noun
basically,1702,21766,adverb
e-mail,1703,23265,noun
generate,1704,22213,verb
anymore,1705,22213,adverb
propose,1706,21771,verb
thinking,1707,21691,noun
possibly,1708,21663,adverb
trend,1709,20953,noun
loan,1711,22213,noun
currently,1712,22324,adverb
comfortable,1713,21636,adjective
investor,1714,,noun
but,1715,22410,preposition
profit,1716,21754,noun
angry,1717,21754,adjective
crew,1718,21485,noun
deep,1719,21238,adverb
accident,1720,21413,noun
male,1721,,noun
meal,1722,,noun
traffic,1724,21560,noun
muscle,1725,,noun
notion,1726,21931,noun
capture,1727,20943,verb
prefer,1728,20943,verb
truly,1729,21932,adverb
earth,1730,20576,noun
japanese,1731,,adjective
chest,1732,21800,noun
search,1733,,verb
thick,1734,20943,adjective
cash,1735,21932,noun
beauty,1737,21350,noun
emergency,1738,20796,noun
unique,1739,20796,adjective
feature,1740,21436,verb
internal,1741,21678,adjective
ethnic,1742,22025,adjective
link,1743,,verb
stress,1744,20796,noun
content,1745,21813,noun
select,1746,21821,verb
root,1747,22025,noun
nose,1748,21938,noun
declare,1749,21938,verb
outside,1750,20550,adverb
appreciate,1751,21556,verb
actual,1752,20806,adjective
hardly,1754,21938,adverb
launch,1756,22004,verb
dress,1757,20767,noun
file,1758,20534,noun
sick,1759,20534,adjective
ad,1761,20204,noun
defend,1762,21064,verb
matter,1763,,verb
judge,1764,20534,verb
duty,1765,20320,noun
sheet,1766,20204,noun
ought,1767,20787,verb
ensure,1768,21552,verb
catholic,1769,,adjective
extremely,1770,20866,adverb
extent,1771,20310,noun
component,1772,21727,noun
mix,1773,,verb
slow,1775,20866,adjective
contrast,1776,20310,noun
zone,1777,,noun
wake,1778,20472,verb
challenge,1779,20510,verb
airport,1780,20510,noun
chief,1781,,noun
brown,1782,20387,adjective
standard,1783,21175,adjective
shirt,1784,20917,noun
pilot,1785,,noun
ultimately,1787,19996,adverb
cat,1788,20387,noun
capacity,1790,21011,noun
ourselves,1791,21011,pronoun
estate,1792,,noun
guide,1793,20673,noun
circumstance,1794,20646,noun
snow,1795,,noun
english,1796,,adjective
politician,1797,20235,noun
pursue,1799,20296,verb
slip,1800,20136,verb
percentage,1801,20118,noun
meat,1802,20118,noun
neither,1804,20399,adverb
soil,1805,,noun
influence,1806,20474,verb
surgery,1807,,noun
correct,1808,20118,adjective
jewish,1809,,adjective
blame,1810,20196,verb
estimate,1811,19798,verb
due,1812,20474,preposition
basketball,1813,20955,noun
late,1814,20955,adverb
golf,1815,19727,noun
investigate,1816,20979,verb
crazy,1817,20117,adjective
significantly,1818,,adverb
chain,1819,,noun
address,1820,19688,noun
branch,1821,19564,noun
combination,1822,19633,noun
just,1823,20026,adjective
frequently,1824,20508,adverb
governor,1825,20508,noun
relief,1826,20802,noun
user,1827,19493,noun
dad,1828,20681,noun
part,1830,20092,adverb
manner,1831,20802,noun
ancient,1832,19493,adjective
silence,1833,,noun
rating,1834,19501,noun
golden,1835,19501,adjective
motion,1836,,noun
german,1837,,adjective
gender,1838,20096,noun
solve,1839,,verb
fee,1840,19501,noun
landscape,1841,20263,noun
used,1842,,adjective
bowl,1843,19130,noun
equal,1844,19594,adjective
long,1845,,conjunction
official,1846,19227,adjective
forth,1847,19628,adverb
frame,1848,19531,noun
typical,1849,20016,adjective
conservative,1851,19594,adjective
eliminate,1852,19778,verb
host,1853,19773,noun
hall,1854,19389,noun
trust,1855,19035,verb
ocean,1856,,noun
score,1857,19504,verb
producer,1859,19519,noun
meanwhile,1861,19035,adverb
regime,1862,19504,noun
division,1863,21101,noun
confirm,1864,19772,verb
fix,1865,19624,verb
mirror,1867,19561,noun
smart,1869,20515,adjective
length,1870,,noun
entirely,1871,19624,adverb
rely,1872,19075,verb
topic,1873,19614,noun
complain,1874,20515,verb
issue,1875,21086,verb
back,1877,22868,verb
range,1878,,verb
telephone,1879,20067,noun
attract,1881,21086,verb
confidence,1882,,noun
bedroom,1883,18955,noun
debt,1885,19506,noun
rare,1886,19506,adjective
his,1887,19056,pronoun
tank,1888,19663,noun
nurse,1889,19158,noun
coverage,1890,19385,noun
anywhere,1893,19056,adverb
file,1895,19856,verb
pleasure,1896,19099,noun
master,1897,19099,noun
requirement,1899,19209,noun
stand,1901,,noun
fun,1902,,noun
expectation,1903,18984,noun
separate,1905,19028,adjective
now,1906,19126,conjunction
clear,1907,19126,verb
struggle,1908,19013,noun
mean,1909,19014,adjective
somewhat,1910,19792,adverb
stir,1912,19300,verb
judgment,1913,19014,noun
clean,1914,19315,verb
except,1915,18857,conjunction
beer,1916,18857,noun
english,1917,,noun
reference,1918,18719,noun
tear,1919,19559,noun
doubt,1920,19819,noun
grant,1921,,verb
seriously,1922,18598,adverb
account,1923,18328,verb
minister,1924,19403,noun
totally,1925,19154,adverb
hero,1926,19819,noun
industrial,1927,19413,adjective
cloud,1928,19413,noun
stretch,1929,19214,verb
winner,1930,19014,noun
volume,1931,19216,noun
travel,1932,,noun
seed,1933,19413,noun
surprised,1934,19079,adjective
rest,1935,19014,verb
fashion,1936,19216,noun
pepper,1937,20220,noun
separate,1938,20220,verb
intervention,1940,18500,noun
copy,1941,18194,noun
below,1943,18868,preposition
cheap,1944,18353,adjective
cite,1946,18194,verb
welfare,1947,19580,noun
vegetable,1948,19580,noun
dish,1950,19408,noun
beach,1951,18887,noun
improvement,1952,,noun
everywhere,1953,19580,adverb
opening,1954,18126,noun
overall,1955,18058,adjective
divide,1956,18887,verb
initial,1957,19019,adjective
terrible,1958,19019,adjective
oppose,1959,18659,verb
contemporary,1960,18484,adjective
route,1961,19293,noun
multiple,1962,,adjective
essential,1963,19019,adjective
question,1964,18659,verb
league,1965,18484,noun
criminal,1966,19766,adjective
careful,1967,18597,adjective
core,1968,17885,noun
upper,1969,18055,adjective
rush,1970,18196,verb
necessarily,1971,18561,adverb
specifically,1972,18334,adverb
tired,1973,,adjective
rise,1974,18597,noun
tie,1975,18055,noun
employ,1976,18196,verb
holiday,1977,18561,noun
dance,1978,18263,verb
vast,1979,18263,adjective
resolution,1980,17836,noun
household,1981,18922,noun
fewer,1982,18450,determiner
witness,1985,17872,noun
match,1986,18920,verb
barely,1987,17788,adverb
sector,1988,19103,noun
representative,1989,19103,noun
beside,1992,18469,preposition
black,1993,19952,noun
proud,1996,18532,adjective
flow,1997,17841,noun
faculty,1998,18469,noun
increased,1999,18984,adjective
waste,2000,18984,noun
merely,2001,19069,adverb
mass,2002,18094,noun
emphasize,2003,18107,verb
experiment,2004,,noun
definitely,2005,18440,adverb
enormous,2007,18284,adjective
tone,2008,18107,noun
liberal,2009,18058,adjective
massive,2010,,adjective
engineer,2011,17551,noun
wheel,2012,17991,noun
female,2013,18296,noun
decline,2014,,verb
invest,2015,18058,verb
cable,2017,17991,noun
towards,2018,18277,preposition
expose,2019,18305,verb
rural,2020,18665,adjective
aids,2021,,noun
jew,2022,,noun
narrow,2023,17893,adjective
cream,2024,17840,noun
secretary,2025,18443,noun
gate,2026,,noun
solid,2027,17999,adjective
hill,2028,17675,noun
noise,2030,,noun
grass,2031,18139,noun
unfortunately,2032,18139,adverb
hat,2033,17482,noun
legislation,2034,18198,noun
succeed,2035,17934,verb
either,2036,17423,determiner
celebrate,2037,,verb
achievement,2038,18139,noun
fishing,2039,18998,noun
drink,2040,18103,noun
accuse,2041,18227,verb
hand,2042,17474,verb
useful,2043,17474,adjective
land,2044,18205,verb
secret,2045,17401,adjective
reject,2046,17305,verb
talent,2047,,noun
taste,2048,17474,noun
milk,2050,19621,noun
escape,2051,17305,verb
cast,2052,17163,verb
sentence,2053,17163,noun
unusual,2054,17162,adjective
closely,2055,16997,adverb
convince,2056,17220,verb
physician,2058,17163,noun
assess,2059,17707,verb
sleep,2060,16997,noun
plenty,2061,17882,pronoun
ride,2062,17654,noun
virtually,2063,17654,adverb
addition,2065,17332,preposition
sharp,2066,17641,adjective
creative,2067,17403,adjective
approve,2070,17347,verb
explanation,2071,17329,noun
outside,2072,17712,adjective
gay,2073,16797,adjective
campus,2074,17541,noun
proper,2075,17541,adjective
live,2076,17024,adjective
guilty,2077,17365,adjective
living,2078,17596,adjective
acquire,2079,16823,verb
compete,2080,,verb
technical,2081,17541,adjective
plus,2082,17594,preposition
mind,2083,,verb
